0	0	80
35	0	55
40	0	57.5
45	0	60
40	-2.5	65
35	-5	60
40	-5	55
45	-5	55 
70	-5	40
75	-5	47.5
80	-5	45
75	-2.5	50
70	0	45
75	0	47.5
80	0	40
90	0	40
100	10	38.75
90	20	37.5
80	30	36.5
90	40	35
100	40	35
103	40	33.75
100	37	32.5
97	40	31.25
100	43	30
110	43	30
112	41	30
112	31	30
110	29	30
95	29	25
4	29	15
2	27	15
2	4	15
2	2	12.5
4	4	10
6	2	7.5
0	4	5
0	0	5
